urlname,parentname,baseref,valid,result,warning,info,url,name
https://ejpsoil.eu,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://ejpsoil.eu,38
https://ejpsoil.eu/fileadmin/projects/ejpsoil/EJP_Soil_logo_cmyk-h100.png,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://ejpsoil.eu/fileadmin/projects/ejpsoil/EJP_Soil_logo_cmyk-h100.png,38
https://catalogue.ejpsoil.eu,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu,48
https://github.com/ejpsoil/ejpsoildatahub/tree/main/datasets/countries/Estonia/Eesti-pollumuldade-agrokeemilist.yml,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,Redirected to `https://github.com/ejpsoil/ejpsoildatahub/blob/main/datasets/countries/Estonia/Eesti-pollumuldade-agrokeemilist.yml' status: 301 Moved Permanently.,,True,https://github.com/ejpsoil/ejpsoildatahub/blob/main/datasets/countries/Estonia/Eesti-pollumuldade-agrokeemilist.yml,12
https://catalogue.ejpsoil.eu/collections,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/collections,49
https://catalogue.ejpsoil.eu/collections/metadata:main/items,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items,51
https://catalogue.ejpsoil.eu/collections/metadata:main/items/Eesti-põllumuldade-agrokeemiliste-näitajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils),https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils),52
https://ejpsoil.github.io/ejpsoildatahub/about.html,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://ejpsoil.github.io/ejpsoildatahub/about.html,59
https://pycsw.org,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://pycsw.org,291
https://ejpsoil.eu/fileadmin/_processed_/0/3/csm_Horizon_2020_funding_Thumbnail_a20cd538b7.jpg,https://catalogue.ejpsoil.eu/collections/metadata%3Amain/items/Eesti-p%C3%B5llumuldade-agrokeemiliste-n%C3%A4itajate-digitaalne-andmekogu-(Digital-database-of-agrochemical-parameters-of-Estoanian-agricultural-soils)?f=html,,200 OK,,,True,https://ejpsoil.eu/fileadmin/_processed_/0/3/csm_Horizon_2020_funding_Thumbnail_a20cd538b7.jpg,289
